count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
18030,E,2005,2005-05-16,9,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,9,17,780,19,121,23,0,1,1,2,3,30,967
18030,E,2005,2005-05-16,10,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,5,14,860,19,103,11,2,0,2,5,3,23,1019
18030,E,2005,2005-05-16,11,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,8,7,980,18,118,22,2,1,3,2,3,33,1156
18030,E,2005,2005-05-16,12,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,9,14,1144,15,106,15,2,0,2,1,1,21,1300
18030,E,2005,2005-05-16,13,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,6,11,1087,24,103,10,5,0,2,3,1,21,1246
18030,E,2005,2005-05-16,14,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,7,13,1091,27,97,13,2,2,0,3,2,22,1250
18030,E,2005,2005-05-16,15,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,8,6,1147,14,107,8,1,1,0,1,0,11,1285
18030,E,2005,2005-05-16,16,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,8,18,1092,21,107,7,0,0,1,1,0,9,1247
18030,E,2005,2005-05-16,17,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,14,6,1193,16,82,2,0,0,0,0,1,3,1300
18030,E,2005,2005-05-16,18,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,8,11,1101,12,58,0,0,0,0,1,3,4,1186
18030,W,2005,2005-05-16,7,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,18,12,562,10,99,11,1,0,3,0,2,17,700
18030,W,2005,2005-05-16,8,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,12,11,962,15,107,24,2,2,4,1,2,35,1130
18030,W,2005,2005-05-16,9,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,5,8,971,19,139,22,3,1,3,1,2,32,1169
18030,W,2005,2005-05-16,10,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,3,11,962,18,133,13,5,0,0,1,3,22,1146
18030,W,2005,2005-05-16,11,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,11,11,1137,18,110,17,3,2,3,1,3,29,1305
18030,W,2005,2005-05-16,12,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,4,10,1181,20,101,14,3,1,1,0,3,22,1334
18030,W,2005,2005-05-16,13,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,6,16,1215,20,115,9,3,0,1,1,3,17,1383
18030,W,2005,2005-05-16,14,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,6,10,1185,19,125,18,5,2,3,1,0,29,1368
18030,W,2005,2005-05-16,15,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,41,12,1388,16,114,8,1,1,0,0,2,12,1542
18030,W,2005,2005-05-16,16,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,18,31,1414,27,143,9,4,0,1,0,0,14,1629
18030,W,2005,2005-05-16,17,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,28,30,1606,20,160,4,1,0,0,2,5,12,1828
18030,W,2005,2005-05-16,18,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,13,22,1371,31,80,3,0,0,0,1,1,5,1509
18030,E,2005,2005-05-16,7,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,33,32,925,34,156,10,3,2,3,2,2,22,1169
18030,E,2005,2005-05-16,8,1,"South West",182,Bournemouth,A3060,Major,"B3063 Charminster Road (roundabout)","A338 Cooper Dean Roundabout",411940,94325,50.74840897,-1.83212475,2.30,1.43,34,20,1026,17,131,16,1,2,3,2,0,24,1218
26374,E,2005,2005-09-23,7,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,9,4,249,15,49,3,2,0,1,0,0,6,323
26374,E,2005,2005-09-23,8,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,6,5,508,18,72,6,3,0,0,2,0,11,614
26374,E,2005,2005-09-23,9,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,7,3,404,21,74,10,3,0,0,0,0,13,515
26374,E,2005,2005-09-23,10,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,7,4,425,20,69,5,0,1,0,0,0,6,524
26374,E,2005,2005-09-23,11,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,11,3,480,21,74,11,1,0,0,0,0,12,590
26374,E,2005,2005-09-23,12,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,14,4,518,23,75,9,1,1,0,0,0,11,631
26374,E,2005,2005-09-23,13,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,19,9,522,22,58,5,1,1,1,0,0,8,619
26374,E,2005,2005-09-23,14,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,17,8,532,18,68,2,1,0,1,0,0,4,630
26374,E,2005,2005-09-23,15,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,21,5,642,20,75,2,3,0,0,0,0,5,747
26374,E,2005,2005-09-23,16,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,24,10,741,20,63,2,0,0,0,0,0,2,836
26374,E,2005,2005-09-23,17,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,28,10,810,22,61,1,1,0,0,0,0,2,905
26374,E,2005,2005-09-23,18,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,13,6,552,18,38,0,0,0,0,0,0,0,614
26374,W,2005,2005-09-23,15,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,17,2,664,19,78,5,5,0,1,0,0,11,774
26374,W,2005,2005-09-23,16,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,24,8,741,25,77,2,1,0,0,0,0,3,854
26374,W,2005,2005-09-23,17,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,17,7,665,19,71,1,0,0,0,0,0,1,763
26374,W,2005,2005-09-23,18,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,9,8,532,26,54,0,0,0,0,0,0,0,620
26374,W,2005,2005-09-23,7,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,28,11,567,12,68,8,2,0,1,1,0,12,670
26374,W,2005,2005-09-23,8,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,58,15,976,24,84,11,2,0,1,1,0,15,1114
26374,W,2005,2005-09-23,9,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,25,9,658,21,90,14,2,0,1,0,0,17,795
26374,W,2005,2005-09-23,10,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,12,3,599,23,67,12,2,0,1,0,0,15,707
26374,W,2005,2005-09-23,11,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,8,2,612,23,101,12,1,0,0,0,0,13,751
26374,W,2005,2005-09-23,12,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,20,2,596,20,80,8,3,0,0,0,0,11,709
26374,W,2005,2005-09-23,13,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,13,4,719,22,78,6,2,0,0,0,0,8,831
26374,W,2005,2005-09-23,14,1,"South West",182,Bournemouth,A35,Major,"A338 St Pauls Roundabout","A3049 Ashley Road (roundabout)",410570,91505,50.72307608,-1.85162341,2.70,1.68,12,5,673,20,82,5,1,1,0,0,0,7,787
26967,E,2005,2005-06-14,14,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,17,1794,24,166,32,3,6,0,5,0,46,2047
26967,E,2005,2005-06-14,15,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,2,14,1949,17,141,14,2,2,2,6,2,28,2149
26967,E,2005,2005-06-14,16,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,1,29,2185,31,242,17,2,1,1,2,0,23,2510
26967,E,2005,2005-06-14,17,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,1,41,2969,28,206,7,0,0,2,1,0,10,3254
26967,E,2005,2005-06-14,18,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,35,1970,29,103,2,0,1,2,1,1,7,2144
26967,W,2005,2005-06-14,7,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,18,1717,17,339,38,10,2,6,6,6,68,2159
26967,W,2005,2005-06-14,8,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,36,2978,26,295,41,8,5,8,2,7,71,3406
26967,W,2005,2005-06-14,9,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,1,17,1863,28,227,43,8,5,8,5,5,74,2209
26967,W,2005,2005-06-14,10,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,16,1660,25,224,35,3,4,1,12,5,60,1985
26967,W,2005,2005-06-14,11,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,1,20,1729,24,219,31,11,3,2,5,5,57,2049
26967,W,2005,2005-06-14,12,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,24,1627,22,219,19,10,1,1,2,2,35,1927
26967,W,2005,2005-06-14,13,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,21,1702,21,174,33,6,4,4,5,0,52,1970
26967,W,2005,2005-06-14,14,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,14,1650,31,208,22,4,6,3,3,2,40,1943
26967,W,2005,2005-06-14,15,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,21,1803,41,210,21,4,4,4,5,2,40,2115
26967,W,2005,2005-06-14,16,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,1,39,2150,29,277,12,2,1,1,4,1,21,2516
26967,W,2005,2005-06-14,17,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,4,76,2693,34,218,9,0,2,0,3,1,15,3036
26967,W,2005,2005-06-14,18,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,99,2408,18,148,7,0,1,0,1,1,10,2683
26967,E,2005,2005-06-14,7,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,1,34,1938,29,274,16,6,2,0,6,6,36,2311
26967,E,2005,2005-06-14,8,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,3,33,2899,33,285,25,12,0,7,10,1,55,3305
26967,E,2005,2005-06-14,9,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,14,1803,41,192,29,7,2,12,5,1,56,2106
26967,E,2005,2005-06-14,10,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,1,14,1432,25,164,43,9,5,5,7,1,70,1705
26967,E,2005,2005-06-14,11,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,2,4,1488,13,106,18,7,5,1,2,3,36,1647
26967,E,2005,2005-06-14,12,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,12,1458,32,183,52,9,1,1,5,1,69,1754
26967,E,2005,2005-06-14,13,1,"South West",182,Bournemouth,A338,Major,"A3049 Richmond Park Road","A3060 Cooper Dean Roundabout",411850,93950,50.74503857,-1.83341238,2.20,1.37,0,18,1846,22,176,19,1,6,2,5,4,37,2099
28704,W,2005,2005-05-10,12,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,12,11,660,7,118,14,2,0,1,0,3,20,816
28704,W,2005,2005-05-10,13,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,15,11,681,9,98,20,4,0,0,0,0,24,823
28704,W,2005,2005-05-10,14,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,11,5,722,12,107,11,2,2,2,0,0,17,863
28704,W,2005,2005-05-10,15,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,5,13,749,19,87,9,2,0,0,2,0,13,881
28704,W,2005,2005-05-10,16,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,20,25,779,11,108,15,1,1,0,0,0,17,940
28704,W,2005,2005-05-10,17,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,32,28,852,12,77,1,0,0,0,0,1,2,971
28704,W,2005,2005-05-10,18,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,12,36,815,10,81,6,0,0,0,0,0,6,948
28704,E,2005,2005-05-10,7,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,24,31,752,12,146,16,6,2,2,0,0,26,967
28704,E,2005,2005-05-10,8,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,22,24,1050,9,89,16,2,1,0,0,1,20,1192
28704,E,2005,2005-05-10,9,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,7,18,839,16,143,21,4,2,0,1,0,28,1044
28704,E,2005,2005-05-10,10,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,9,7,811,11,122,24,7,1,0,0,0,32,983
28704,E,2005,2005-05-10,11,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,5,16,692,9,123,28,7,0,3,1,0,39,879
28704,E,2005,2005-05-10,12,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,8,15,718,12,119,16,3,1,1,1,1,23,887
28704,E,2005,2005-05-10,13,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,4,12,824,6,75,14,5,1,0,2,1,23,940
28704,E,2005,2005-05-10,14,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,5,4,770,2,78,13,2,1,0,0,0,16,870
28704,E,2005,2005-05-10,15,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,10,12,718,11,93,11,2,0,2,0,0,15,849
28704,E,2005,2005-05-10,16,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,26,18,791,14,93,4,2,0,0,0,1,7,923
28704,E,2005,2005-05-10,17,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,22,15,889,7,73,2,0,0,0,0,0,2,986
28704,E,2005,2005-05-10,18,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,20,13,904,9,76,1,0,0,0,0,0,1,1003
28704,W,2005,2005-05-10,7,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,27,15,698,16,142,4,2,0,0,0,1,7,878
28704,W,2005,2005-05-10,8,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,17,9,765,9,111,17,1,1,0,0,2,21,915
28704,W,2005,2005-05-10,9,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,4,9,610,18,113,24,2,1,0,0,2,29,779
28704,W,2005,2005-05-10,10,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,3,11,542,9,115,14,6,3,0,1,1,25,702
28704,W,2005,2005-05-10,11,1,"South West",182,Bournemouth,A3049,Major,"A3040 Alder Road (roundabout)","A347 Boundary Road (roundabout)",406850,93965,50.74525300,-1.90427815,1.40,0.87,2,7,648,9,114,28,4,2,1,0,0,35,813
36995,E,2005,2005-06-06,7,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,0,16,1550,21,183,11,2,3,2,6,3,27,1797
36995,E,2005,2005-06-06,8,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,1,15,1930,24,170,21,2,3,7,5,0,38,2177
36995,E,2005,2005-06-06,9,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,1,5,1283,26,218,30,9,4,4,1,0,48,1580
36995,E,2005,2005-06-06,10,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,0,2,1245,22,144,35,2,2,0,7,0,46,1459
36995,E,2005,2005-06-06,11,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,0,8,1202,11,172,36,12,5,5,2,0,60,1453
36995,E,2005,2005-06-06,12,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,0,6,1232,10,173,27,5,0,3,3,1,39,1460
36995,E,2005,2005-06-06,13,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,2,8,1520,27,174,29,6,3,0,2,0,40,1769
36995,E,2005,2005-06-06,14,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,0,5,1525,18,148,38,9,2,2,3,0,54,1750
36995,E,2005,2005-06-06,15,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,0,13,1634,9,227,23,2,3,2,5,1,36,1919
36995,E,2005,2005-06-06,16,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,0,17,1971,20,255,21,1,3,4,2,2,33,2296
36995,E,2005,2005-06-06,17,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,1,22,2543,13,163,3,2,0,2,0,1,8,2749
36995,E,2005,2005-06-06,18,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,1,24,1696,22,100,2,0,0,0,0,0,2,1844
36995,W,2005,2005-06-06,7,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,0,8,1641,9,316,25,3,1,5,3,4,41,2015
36995,W,2005,2005-06-06,8,1,"South West",182,Bournemouth,A338,Major,"A35 St Pauls Roundabout","A3049 Richmond Park Road",410400,92550,50.73247642,-1.85400257,1.40,0.87,0,18,2349,18,201,20,8,3,2,1,3,37,2623
